policy_id,month,age,tenure_m,premium,coverage,region,has_agent,is_smoker,dependents,lapse_next_3m,post_event_notice_sent,split
P00010,2023-06,66,16,63.3,6148.15,coastal,1,0,0,0,0,train
P00010,2023-07,66,17,61.73,6180.94,coastal,1,0,0,0,0,train
P00010,2023-08,66,18,62.43,6179.19,coastal,1,0,0,0,0,train
P00011,2023-01,50,15,208.51,21225.72,coastal,0,0,1,0,0,train
P00011,2023-02,50,16,224.93,21184.39,coastal,0,0,1,0,0,train
P00011,2023-03,50,17,194.83,21060.74,coastal,0,0,1,0,0,train
P00011,2023-04,50,18,204.69,20690.87,coastal,0,0,1,0,0,train
P00011,2023-05,50,19,191.66,20656.84,coastal,0,0,1,0,0,train
P00011,2023-06,50,20,196.28,21016.6,coastal,0,0,1,0,0,train
P00011,2023-07,50,21,182.19,21201.7,coastal,0,0,1,0,0,train
P00011,2023-08,50,22,207.02,21428.98,coastal,0,0,1,1,0,train
P00012,2023-01,62,112,112.8,11621.47,center,1,0,1,0,0,train
P00012,2023-02,62,113,120.18,11267.68,center,1,0,1,0,0,train
P00012,2023-03,62,114,117.23,11000.79,center,1,0,1,0,0,train
P00012,2023-04,62,115,112.02,11018.56,center,1,0,1,0,0,train
P00012,2023-05,62,116,117.99,10906.67,center,1,0,1,0,0,train
P00012,2023-06,62,117,103.77,10883.79,center,1,0,1,0,0,train
P00012,2023-07,62,118,123.0,10833.41,center,1,0,1,0,0,train
P00012,2023-08,62,119,117.0,10896.84,center,1,0,1,0,0,train
P00013,2023-01,33,28,83.2,9940.17,north,0,0,1,0,0,train
P00013,2023-02,33,29,79.56,9715.75,north,0,0,1,0,0,train
P00013,2023-03,33,30,77.6,9653.83,north,0,0,1,0,0,train
P00013,2023-04,33,31,84.17,9551.76,north,0,0,1,0,0,train
P00013,2023-05,33,32,85.21,9630.66,north,0,0,1,0,0,train
P00013,2023-06,33,33,86.62,9720.74,north,0,0,1,0,0,train
P00013,2023-07,33,34,83.94,9606.65,north,0,0,1,0,0,train
P00013,2023-08,33,35,83.06,9542.46,north,0,0,1,0,0,train
P00014,2023-01,24,3,135.58,14173.1,center,1,1,2,0,0,train
P00014,2023-02,24,4,148.19,14150.81,center,1,1,2,0,0,train
P00014,2023-03,24,5,157.71,13858.02,center,1,1,2,0,0,train
P00014,2023-04,24,6,127.96,13900.34,center,1,1,2,0,0,train
P00014,2023-05,24,7,136.69,13881.9,center,1,1,2,0,0,train
P00014,2023-06,24,8,140.8,14064.13,center,1,1,2,0,0,train
P00014,2023-07,24,9,159.91,14242.89,center,1,1,2,0,0,train
P00014,2023-08,24,10,169.48,14311.62,center,1,1,2,0,1,train
P00015,2023-01,58,41,154.15,14106.37,center,0,0,1,0,0,train
P00015,2023-02,58,42,146.38,13780.8,center,0,0,1,0,0,train
P00015,2023-03,58,43,143.16,13953.72,center,0,0,1,0,0,train
P00015,2023-04,58,44,146.56,14193.52,center,0,0,1,0,0,train
P00015,2023-05,58,45,149.15,14048.47,center,0,0,1,0,0,train
P00015,2023-06,58,46,161.05,14254.76,center,0,0,1,0,0,train
P00015,2023-07,58,47,150.03,14433.37,center,0,0,1,0,0,train
P00015,2023-08,58,48,152.99,14579.16,center,0,0,1,0,0,train
P00016,2023-01,75,18,86.7,8327.6,coastal,1,0,1,0,0,train
P00016,2023-02,75,19,90.15,8177.95,coastal,1,0,1,0,0,train
P00016,2023-03,75,20,99.18,8402.84,coastal,1,0,1,0,0,train
P00016,2023-04,75,21,93.92,8271.51,coastal,1,0,1,0,0,train
P00016,2023-05,75,22,102.58,8280.61,coastal,1,0,1,0,0,train
P00016,2023-06,75,23,93.38,8213.35,coastal,1,0,1,0,0,train
P00016,2023-07,75,24,99.29,8193.94,coastal,1,0,1,0,0,train
P00016,2023-08,75,25,100.7,8306.75,coastal,1,0,1,0,0,train
P00017,2023-01,74,1,133.96,11804.34,center,0,0,1,0,0,train
P00017,2023-02,74,2,134.72,11782.66,center,0,0,1,0,0,train
P00017,2023-03,74,3,128.81,11789.18,center,0,0,1,0,0,train
P00017,2023-04,74,4,141.29,11849.68,center,0,0,1,0,0,train
P00017,2023-05,74,5,124.67,11702.42,center,0,0,1,0,0,train
P00017,2023-06,74,6,131.04,11729.27,center,0,0,1,1,1,train
P00017,2023-07,74,7,145.38,11586.4,center,0,0,1,1,1,train
P00017,2023-08,74,8,136.26,11507.18,center,0,0,1,1,1,train
P00018,2023-01,71,43,148.87,13926.53,north,1,0,1,0,0,train
P00018,2023-02,71,44,165.01,13846.62,north,1,0,1,0,0,train
P00018,2023-03,71,45,149.07,13954.99,north,1,0,1,0,0,train
P00018,2023-04,71,46,159.62,13743.25,north,1,0,1,0,0,train
P00018,2023-05,71,47,150.75,13691.59,north,1,0,1,0,0,train
P00018,2023-06,71,48,146.27,13367.78,north,1,0,1,0,0,train
P00018,2023-07,71,49,163.41,13290.86,north,1,0,1,0,0,train
P00018,2023-08,71,50,158.82,13342.88,north,1,0,1,0,0,train
P00019,2023-01,33,53,92.08,9621.73,coastal,0,0,3,0,0,train
P00019,2023-02,33,54,88.76,9720.47,coastal,0,0,3,0,0,train
P00019,2023-03,33,55,90.08,9764.74,coastal,0,0,3,0,0,train
P00019,2023-04,33,56,91.19,9757.05,coastal,0,0,3,0,0,train
P00019,2023-05,33,57,87.02,9650.9,coastal,0,0,3,1,1,train
P00019,2023-06,33,58,95.63,9666.56,coastal,0,0,3,1,1,train
P00019,2023-07,33,59,98.89,9718.43,coastal,0,0,3,1,1,train
P00019,2023-08,33,60,94.6,9715.63,coastal,0,0,3,0,0,train
P00020,2023-01,42,49,86.09,8655.8,coastal,1,0,2,0,0,train
P00020,2023-02,42,50,78.51,8628.03,coastal,1,0,2,0,0,train
P00020,2023-03,42,51,81.46,8681.47,coastal,1,0,2,0,0,train
P00020,2023-04,42,52,85.8,8730.33,coastal,1,0,2,0,0,train
P00020,2023-05,42,53,78.29,8825.56,coastal,1,0,2,0,0,train
P00020,2023-06,42,54,76.35,8766.83,coastal,1,0,2,0,0,train
P00020,2023-07,42,55,75.8,8741.1,coastal,1,0,2,0,0,train
P00020,2023-08,42,56,86.26,8748.34,coastal,1,0,2,0,0,train
P00021,2023-01,38,86,57.89,6538.51,center,0,0,1,0,0,train
P00021,2023-02,38,87,56.99,6554.99,center,0,0,1,0,0,train
P00021,2023-03,38,88,63.38,6563.78,center,0,0,1,0,0,train
P00021,2023-04,38,89,56.22,6527.54,center,0,0,1,0,0,train
P00021,2023-05,38,90,54.73,6476.27,center,0,0,1,0,0,train
P00021,2023-06,38,91,57.35,6400.54,center,0,0,1,0,0,train
P00021,2023-07,38,92,64.24,6376.43,center,0,0,1,0,0,train
P00021,2023-08,38,93,63.73,6403.5,center,0,0,1,0,0,train
P00022,2023-01,47,25,53.75,5000.12,coastal,0,1,1,0,0,train
P00022,2023-02,47,26,51.74,5044.72,coastal,0,1,1,0,0,train
P00022,2023-03,47,27,51.33,5124.61,coastal,0,1,1,0,0,train
P00022,2023-04,47,28,54.04,5107.64,coastal,0,1,1,0,0,train
P00022,2023-05,47,29,59.11,5119.91,coastal,0,1,1,0,0,train
P00022,2023-06,47,30,55.61,4970.26,coastal,0,1,1,0,0,train
P00022,2023-07,47,31,61.99,4954.11,coastal,0,1,1,0,0,train
P00022,2023-08,47,32,55.64,4988.58,coastal,0,1,1,0,0,train
P00023,2023-01,46,79,74.17,6939.32,center,0,0,1,0,0,train
P00023,2023-02,46,80,61.47,6867.9,center,0,0,1,0,0,train
P00023,2023-03,46,81,67.74,6849.82,center,0,0,1,0,0,train
P00023,2023-04,46,82,64.51,6861.72,center,0,0,1,0,0,train
P00023,2023-05,46,83,57.68,6797.59,center,0,0,1,0,0,train
P00023,2023-06,46,84,64.57,6795.66,center,0,0,1,0,0,train
P00023,2023-07,46,85,63.6,6829.12,center,0,0,1,0,0,train
P00023,2023-08,46,86,66.93,6767.32,center,0,0,1,0,0,train
P00024,2023-01,61,7,84.28,7709.8,center,0,0,1,0,0,train
P00024,2023-02,61,8,77.09,7716.51,center,0,0,1,0,0,train
P00024,2023-03,61,9,85.15,7693.11,center,0,0,1,0,0,train
P00024,2023-04,61,10,76.4,7712.58,center,0,0,1,0,0,train
P00024,2023-05,61,11,91.48,7657.47,center,0,0,1,0,0,train
P00024,2023-06,61,12,81.61,7654.2,center,0,0,1,0,0,train
P00024,2023-07,61,13,88.63,7704.39,center,0,0,1,0,0,train
P00024,2023-08,61,14,78.41,7622.66,center,0,0,1,0,0,train
P00025,2023-01,59,97,81.1,8522.44,coastal,0,0,0,0,0,train
P00025,2023-02,59,98,93.73,8559.91,coastal,0,0,0,0,0,train
P00025,2023-03,59,99,74.52,8515.71,coastal,0,0,0,0,0,train
P00025,2023-04,59,100,87.53,8431.11,coastal,0,0,0,0,0,train
P00025,2023-05,59,101,75.07,8503.84,coastal,0,0,0,0,0,train
P00025,2023-06,59,102,75.89,8413.46,coastal,0,0,0,0,0,train
P00025,2023-07,59,103,82.32,8450.04,coastal,0,0,0,0,0,train
P00025,2023-08,59,104,91.8,8408.69,coastal,0,0,0,0,0,train
P00026,2023-01,45,2,44.22,5457.86,center,1,0,1,1,1,train
P00026,2023-02,45,3,47.72,5454.54,center,1,0,1,1,1,train
P00026,2023-03,45,4,50.62,5494.71,center,1,0,1,1,1,train
P00026,2023-04,45,5,48.7,5509.21,center,1,0,1,0,0,train
P00026,2023-05,45,6,47.59,5499.7,center,1,0,1,0,0,train
P00026,2023-06,45,7,49.66,5509.73,center,1,0,1,0,0,train
P00026,2023-07,45,8,57.31,5545.76,center,1,0,1,0,0,train
P00026,2023-08,45,9,45.72,5574.75,center,1,0,1,0,0,train
P00027,2023-01,28,82,181.32,23289.16,north,1,0,2,0,0,train
P00027,2023-02,28,83,198.69,23033.16,north,1,0,2,0,0,train
P00027,2023-03,28,84,188.71,22977.97,north,1,0,2,0,0,train
P00027,2023-04,28,85,198.76,23082.25,north,1,0,2,0,0,train
P00027,2023-05,28,86,189.26,23314.9,north,1,0,2,0,0,train
P00027,2023-06,28,87,193.89,23632.65,north,1,0,2,0,0,train
P00027,2023-07,28,88,221.96,23793.19,north,1,0,2,0,0,train
P00027,2023-08,28,89,231.14,23599.74,north,1,0,2,0,0,train
P00028,2023-01,63,69,52.37,4991.68,north,0,0,1,0,0,train
P00028,2023-02,63,70,54.21,5068.84,north,0,0,1,0,0,train
P00028,2023-03,63,71,48.22,5034.76,north,0,0,1,0,0,train
P00028,2023-04,63,72,55.0,5070.82,north,0,0,1,0,0,train
P00028,2023-05,63,73,57.42,5020.19,north,0,0,1,0,0,train
P00028,2023-06,63,74,57.01,5014.15,north,0,0,1,0,0,train
P00028,2023-07,63,75,54.67,5057.44,north,0,0,1,0,0,train
P00028,2023-08,63,76,54.58,4991.57,north,0,0,1,0,0,train
P00029,2023-01,67,38,49.65,4932.81,north,0,0,0,0,0,train
P00029,2023-02,67,39,51.17,4919.84,north,0,0,0,0,0,train
P00029,2023-03,67,40,53.42,4961.06,north,0,0,0,0,0,train
P00029,2023-04,67,41,56.43,4967.62,north,0,0,0,0,0,train
P00029,2023-05,67,42,52.88,5005.85,north,0,0,0,0,0,train
P00029,2023-06,67,43,60.02,5119.96,north,0,0,0,0,0,train
P00029,2023-07,67,44,60.6,5163.24,north,0,0,0,0,0,train
P00029,2023-08,67,45,56.42,5262.53,north,0,0,0,0,0,train
P00030,2023-01,45,96,40.79,5000.82,north,0,0,0,0,0,train
P00030,2023-02,45,97,47.64,5072.88,north,0,0,0,0,0,train
P00030,2023-03,45,98,39.93,5048.77,north,0,0,0,0,0,train
P00030,2023-04,45,99,45.43,5083.03,north,0,0,0,0,0,train
P00030,2023-05,45,100,45.89,5019.57,north,0,0,0,0,0,train
P00030,2023-06,45,101,47.36,5018.62,north,0,0,0,0,0,train
P00030,2023-07,45,102,45.3,4990.1,north,0,0,0,0,0,train
P00030,2023-08,45,103,43.91,4939.23,north,0,0,0,0,0,train
P00031,2023-01,42,77,79.47,7701.13,center,1,0,3,0,0,train
P00031,2023-02,42,78,78.31,7690.57,center,1,0,3,0,1,train
P00031,2023-03,42,79,70.83,7756.43,center,1,0,3,0,0,train
P00031,2023-04,42,80,75.95,7666.01,center,1,0,3,0,0,train
P00031,2023-05,42,81,78.33,7555.97,center,1,0,3,0,0,train
P00031,2023-06,42,82,74.45,7558.62,center,1,0,3,0,0,train
P00031,2023-07,42,83,71.47,7541.11,center,1,0,3,0,0,train
P00031,2023-08,42,84,74.08,7493.22,center,1,0,3,0,0,train
P00032,2023-01,47,108,63.16,6735.66,north,1,0,0,0,0,train
P00032,2023-02,47,109,67.13,6787.1,north,1,0,0,0,0,train
P00032,2023-03,47,110,56.5,6817.94,north,1,0,0,0,0,train
P00032,2023-04,47,111,62.56,6693.49,north,1,0,0,0,0,train
P00032,2023-05,47,112,55.02,6681.1,north,1,0,0,0,0,train
P00032,2023-06,47,113,56.72,6695.57,north,1,0,0,0,0,train
P00032,2023-07,47,114,69.46,6779.55,north,1,0,0,0,0,train
P00032,2023-08,47,115,63.04,6718.09,north,1,0,0,0,0,train
P00033,2023-01,70,45,102.6,9493.87,center,0,0,0,0,0,train
P00033,2023-02,70,46,94.38,9556.38,center,0,0,0,0,0,train
P00033,2023-03,70,47,104.37,9591.63,center,0,0,0,0,0,train
P00033,2023-04,70,48,95.67,9517.95,center,0,0,0,0,0,train
P00033,2023-05,70,49,105.11,9610.27,center,0,0,0,0,0,train
P00033,2023-06,70,50,89.96,9595.66,center,0,0,0,0,0,train
P00033,2023-07,70,51,121.2,9682.0,center,0,0,0,0,0,train
P00033,2023-08,70,52,123.34,9609.94,center,0,0,0,0,0,train
P00034,2023-01,67,16,69.06,6937.99,south,0,0,0,0,0,train
P00034,2023-02,67,17,70.29,6907.86,south,0,0,0,0,0,train
P00034,2023-03,67,18,70.43,6954.85,south,0,0,0,0,0,train
P00034,2023-04,67,19,70.66,6947.92,south,0,0,0,0,0,train
P00034,2023-05,67,20,72.48,6913.37,south,0,0,0,0,0,train
P00034,2023-06,67,21,73.89,7000.73,south,0,0,0,0,0,train
P00034,2023-07,67,22,75.7,7007.96,south,0,0,0,0,0,train
P00034,2023-08,67,23,82.89,6873.73,south,0,0,0,0,0,train
P00035,2023-01,37,26,96.56,12234.58,center,1,0,0,0,0,train
P00035,2023-02,37,27,86.47,12217.06,center,1,0,0,0,0,train
P00035,2023-03,37,28,96.69,12238.12,center,1,0,0,0,0,train
P00035,2023-04,37,29,94.66,12311.51,center,1,0,0,0,0,train
P00035,2023-05,37,30,101.31,12210.03,center,1,0,0,0,0,train
P00035,2023-06,37,31,94.01,12205.41,center,1,0,0,0,0,train
P00035,2023-07,37,32,97.53,12091.83,center,1,0,0,0,0,train
P00035,2023-08,37,33,101.18,12136.14,center,1,0,0,0,0,train
P00036,2023-01,69,36,120.16,9902.62,north,0,1,0,0,0,train
P00036,2023-02,69,37,122.12,9982.65,north,0,1,0,0,0,train
P00036,2023-03,69,38,130.06,9930.22,north,0,1,0,0,0,train
P00036,2023-04,69,39,125.56,9931.19,north,0,1,0,0,0,train
P00036,2023-05,69,40,131.3,9889.42,north,0,1,0,0,0,train
P00036,2023-06,69,41,132.69,9952.03,north,0,1,0,0,0,train
P00036,2023-07,69,42,119.11,9940.27,north,0,1,0,0,0,train
P00036,2023-08,69,43,131.94,10001.58,north,0,1,0,0,0,train
P00037,2023-01,56,9,75.16,6832.66,coastal,1,0,2,0,0,train
P00037,2023-02,56,10,62.32,6823.0,coastal,1,0,2,0,0,train
P00037,2023-03,56,11,72.15,6945.83,coastal,1,0,2,0,0,train
P00037,2023-04,56,12,75.67,6830.69,coastal,1,0,2,0,1,train
P00037,2023-05,56,13,64.58,6738.99,coastal,1,0,2,0,0,train
P00037,2023-06,56,14,70.42,6761.95,coastal,1,0,2,0,0,train
P00037,2023-07,56,15,77.46,6671.07,coastal,1,0,2,0,0,train
P00037,2023-08,56,16,79.07,6799.16,coastal,1,0,2,0,0,train
P00038,2023-01,68,45,56.11,5272.84,south,1,0,2,0,0,train
P00038,2023-02,68,46,66.81,5272.88,south,1,0,2,0,0,train
P00038,2023-03,68,47,56.43,5255.33,south,1,0,2,0,0,train
P00038,2023-04,68,48,56.02,5215.54,south,1,0,2,0,0,train
P00038,2023-05,68,49,56.44,5188.57,south,1,0,2,0,0,train
P00038,2023-06,68,50,62.93,5175.26,south,1,0,2,0,0,train
P00038,2023-07,68,51,63.5,5218.9,south,1,0,2,0,0,train
P00038,2023-08,68,52,66.54,5315.55,south,1,0,2,0,0,train
P00039,2023-01,34,62,263.09,28051.18,south,1,0,3,0,0,train
P00039,2023-02,34,63,249.87,27914.57,south,1,0,3,0,0,train
P00039,2023-03,34,64,278.44,28088.79,south,1,0,3,0,0,train
P00039,2023-04,34,65,252.01,28178.09,south,1,0,3,0,0,train
P00039,2023-05,34,66,234.26,28174.27,south,1,0,3,0,0,train
P00039,2023-06,34,67,266.92,28455.92,south,1,0,3,0,0,train
P00039,2023-07,34,68,291.76,28472.47,south,1,0,3,0,0,train
P00039,2023-08,34,69,274.79,28466.85,south,1,0,3,0,0,train
P00040,2023-01,46,77,110.05,11059.65,south,0,0,2,0,0,train
P00040,2023-02,46,78,113.0,11117.09,south,0,0,2,0,0,train
P00040,2023-03,46,79,117.06,11165.21,south,0,0,2,0,0,train
P00040,2023-04,46,80,112.27,11147.46,south,0,0,2,0,0,train
P00040,2023-05,46,81,117.54,11348.32,south,0,0,2,0,0,train
P00040,2023-06,46,82,121.22,11275.8,south,0,0,2,0,0,train
P00040,2023-07,46,83,101.77,11295.89,south,0,0,2,0,0,train
P00040,2023-08,46,84,124.54,11325.62,south,0,0,2,0,0,train
P00041,2023-01,32,22,59.22,7322.44,south,0,0,1,0,0,train
P00041,2023-02,32,23,58.42,7403.6,south,0,0,1,1,1,train
P00041,2023-03,32,24,66.98,7454.77,south,0,0,1,1,1,train
P00041,2023-04,32,25,65.8,7515.1,south,0,0,1,1,1,train
P00041,2023-05,32,26,66.87,7513.86,south,0,0,1,0,0,train
P00041,2023-06,32,27,67.97,7581.86,south,0,0,1,0,0,train
P00041,2023-07,32,28,75.05,7680.58,south,0,0,1,0,0,train
P00041,2023-08,32,29,69.62,7732.89,south,0,0,1,0,0,train
P00042,2023-01,47,4,93.58,9478.58,coastal,0,0,1,0,0,train
P00042,2023-02,47,5,88.56,9455.51,coastal,0,0,1,0,0,train
P00042,2023-03,47,6,77.4,9416.74,coastal,0,0,1,0,0,train
P00042,2023-04,47,7,82.19,9552.9,coastal,0,0,1,1,1,train
P00042,2023-05,47,8,87.82,9616.66,coastal,0,0,1,1,1,train
P00042,2023-06,47,9,88.46,9618.58,coastal,0,0,1,1,1,train
P00042,2023-07,47,10,89.27,9685.08,coastal,0,0,1,0,0,train
P00042,2023-08,47,11,94.12,9651.56,coastal,0,0,1,0,0,train
P00043,2023-01,23,100,63.86,6523.17,coastal,0,1,2,0,0,train
P00043,2023-02,23,101,72.34,6487.76,coastal,0,1,2,0,0,train
P00043,2023-03,23,102,65.94,6430.39,coastal,0,1,2,0,0,train
P00043,2023-04,23,103,69.15,6440.76,coastal,0,1,2,0,0,train
P00043,2023-05,23,104,70.08,6392.35,coastal,0,1,2,0,0,train
P00043,2023-06,23,105,62.38,6398.6,coastal,0,1,2,0,0,train
P00043,2023-07,23,106,69.13,6446.15,coastal,0,1,2,0,0,train
P00043,2023-08,23,107,68.75,6484.64,coastal,0,1,2,0,0,train
P00044,2023-01,71,99,196.28,16323.08,coastal,1,1,1,0,0,train
P00044,2023-02,71,100,192.37,16311.64,coastal,1,1,1,0,0,train
P00044,2023-03,71,101,195.72,16105.09,coastal,1,1,1,0,0,train
P00044,2023-04,71,102,189.15,15949.71,coastal,1,1,1,0,0,train
P00044,2023-05,71,103,204.98,16133.66,coastal,1,1,1,0,0,train
P00044,2023-06,71,104,207.34,16043.81,coastal,1,1,1,0,0,train
P00044,2023-07,71,105,226.33,16036.72,coastal,1,1,1,0,0,train
P00044,2023-08,71,106,209.23,15983.12,coastal,1,1,1,0,0,train
P00045,2023-01,73,53,94.5,9266.91,south,1,0,0,0,0,train
P00045,2023-02,73,54,95.66,9262.7,south,1,0,0,0,0,train
P00045,2023-03,73,55,107.76,9153.87,south,1,0,0,0,0,train
P00045,2023-04,73,56,103.63,9121.24,south,1,0,0,0,0,train
P00045,2023-05,73,57,89.0,9184.19,south,1,0,0,0,0,train
P00045,2023-06,73,58,109.99,9323.88,south,1,0,0,0,0,train
P00045,2023-07,73,59,107.5,9398.52,south,1,0,0,1,1,train
P00045,2023-08,73,60,111.33,9509.81,south,1,0,0,1,1,train
P00046,2023-01,35,57,226.27,28425.05,north,1,0,2,0,0,train
P00046,2023-02,35,58,237.97,28514.89,north,1,0,2,0,0,train
P00046,2023-03,35,59,219.71,28327.09,north,1,0,2,0,0,train
P00046,2023-04,35,60,247.65,28385.45,north,1,0,2,0,0,train
P00046,2023-05,35,61,235.19,28360.42,north,1,0,2,0,0,train
P00046,2023-06,35,62,239.36,27975.15,north,1,0,2,0,0,train
P00046,2023-07,35,63,257.98,28187.04,north,1,0,2,0,0,train
P00046,2023-08,35,64,256.42,28269.34,north,1,0,2,0,0,train
P00047,2023-01,35,110,61.19,7226.99,center,0,0,0,0,0,train
P00047,2023-02,35,111,58.99,7232.19,center,0,0,0,0,0,train
P00047,2023-03,35,112,54.4,7261.68,center,0,0,0,0,0,train
P00047,2023-04,35,113,57.17,7362.16,center,0,0,0,0,0,train
P00047,2023-05,35,114,57.91,7501.08,center,0,0,0,0,0,train
P00047,2023-06,35,115,58.83,7476.71,center,0,0,0,0,0,train
P00047,2023-07,35,116,52.1,7372.96,center,0,0,0,0,0,train
P00047,2023-08,35,117,64.74,7526.96,center,0,0,0,0,0,train
P00048,2023-01,75,60,144.91,12922.92,north,1,0,1,0,0,train
P00048,2023-02,75,61,157.28,12794.04,north,1,0,1,0,0,train
P00048,2023-03,75,62,132.76,12742.19,north,1,0,1,0,0,train
