policy_id,month,age,tenure_m,premium,coverage,region,has_agent,is_smoker,dependents,lapse_next_3m,post_event_notice_sent,split
P00363,2023-02,33,31,159.47,28863.84,central,0,0,0,0,0,train
P00122,2023-06,63,35,25.44,6940.56,coastal,1,0,2,0,0,train
P01393,2023-04,84,39,25.4,5449.46,central,1,0,0,0,0,train
P00819,2023-05,63,7,155.58,38558.49,central,0,0,1,0,0,train
P01309,2023-06,46,53,477.61,104364.38,central,0,0,0,0,0,train
P00395,2023-03,66,56,113.41,33620.32,north,0,0,1,1,1,train
P00842,2023-01,62,12,66.7,19236.98,central,0,0,0,0,0,train
P01256,2023-04,23,17,34.42,7105.16,central,1,1,1,0,0,train
P00498,2023-08,43,30,86.73,18852.28,central,0,0,0,0,0,train
P00055,2023-02,51,11,130.82,25459.07,coastal,0,1,0,1,1,train
P00982,2023-02,65,7,32.07,9133.06,central,1,0,1,0,0,train
P00093,2023-05,75,44,53.96,11205.95,coastal,0,0,1,1,0,train
P00267,2023-06,48,29,65.72,18077.26,coastal,1,0,1,0,0,train
P01146,2023-05,50,63,83.53,21248.39,south,1,0,1,0,0,train
P00445,2023-04,52,42,451.26,49286.71,coastal,0,1,2,1,1,train
P01647,2023-04,41,14,114.51,20987.38,north,0,0,1,0,0,train
P01338,2023-04,38,23,152.1,49194.17,central,1,0,1,1,1,train
P01827,2023-03,25,22,21.23,6148.39,central,1,0,1,0,0,train
P01169,2023-05,85,59,61.5,10594.86,central,1,0,2,0,0,train
P00182,2023-03,28,10,37.19,9810.85,coastal,1,0,1,0,0,train
P00164,2023-07,45,36,33.84,7770.29,coastal,0,0,0,0,1,train
P01799,2023-03,50,59,43.19,13566.2,central,0,0,0,0,1,train
P00283,2023-04,63,60,404.87,82550.6,central,1,1,0,1,0,train
P00609,2023-08,83,18,242.28,73464.39,central,1,0,2,1,1,train
P00556,2023-01,52,52,65.41,14832.82,north,0,1,1,1,1,train
P00534,2023-04,37,54,62.81,11630.55,north,1,0,0,0,0,train
P01361,2023-07,23,27,52.68,12977.69,north,1,0,3,0,0,train
P01381,2023-02,84,20,653.3,144625.11,north,1,0,0,0,0,train
P01436,2023-05,24,35,41.8,12520.96,south,0,0,1,1,1,train
P00103,2023-04,72,38,128.17,24425.71,north,0,0,0,0,0,train
P01437,2023-03,47,50,24.37,5120.31,central,0,0,1,0,0,train
P01932,2023-06,50,43,72.74,11178.94,coastal,0,0,0,1,1,train
P00863,2023-03,26,3,344.02,82332.18,south,0,0,0,1,0,train
P01007,2023-08,75,30,103.21,30468.92,central,1,0,5,0,0,train
P01423,2023-05,58,15,90.6,17950.96,north,0,0,1,1,1,train
P01966,2023-05,68,63,60.89,14961.23,central,1,0,1,0,0,train
P00755,2023-01,55,39,259.72,54840.57,central,1,0,1,0,0,train
P00447,2023-06,39,32,86.67,12823.49,south,0,1,0,0,0,train
P00252,2023-03,51,55,206.02,43564.08,coastal,0,0,1,1,0,train
P00227,2023-03,72,52,213.51,37101.61,central,0,0,0,0,0,train
P01642,2023-08,21,55,93.03,18040.26,north,1,1,0,1,1,train
P01003,2023-02,55,32,48.13,13295.69,south,0,0,0,1,1,train
P01104,2023-05,28,16,159.62,31795.59,south,1,1,2,1,1,train
P01949,2023-01,18,5,235.44,72244.8,south,0,0,0,1,1,train
P00005,2023-05,47,43,288.19,73259.31,central,1,0,1,0,0,train
P00438,2023-01,81,41,100.38,21187.43,central,1,0,1,0,0,train
P00972,2023-01,46,20,76.44,15266.32,south,1,0,3,1,1,train
P00436,2023-08,26,14,152.72,36819.41,south,0,0,1,0,0,train
P01343,2023-04,26,17,104.82,19941.23,north,0,1,2,1,1,train
P00670,2023-07,26,56,206.58,39677.31,south,0,1,0,0,0,train
P01520,2023-08,49,60,170.14,40240.86,coastal,1,0,0,0,0,train
P00219,2023-02,48,34,75.51,22399.43,central,1,0,0,0,0,train
P00320,2023-07,70,33,65.6,16377.99,south,1,0,0,1,1,train
P01228,2023-04,84,47,19.06,5346.03,coastal,1,0,0,1,0,train
P00433,2023-03,74,4,402.48,87194.83,coastal,0,0,0,1,1,train
P00339,2023-02,31,18,277.46,67325.86,south,1,1,3,0,0,train
P00939,2023-07,49,63,61.86,12171.23,coastal,1,0,1,0,0,train
P00957,2023-01,45,34,133.99,29864.94,central,0,0,1,0,0,train
P01619,2023-04,26,19,187.73,48004.49,north,1,0,0,1,1,train
P00679,2023-06,53,31,802.37,162010.25,south,1,0,0,0,0,train
P00904,2023-06,78,43,107.86,16706.62,coastal,1,1,1,0,0,train
P00727,2023-04,67,41,162.08,36352.36,central,0,0,0,0,0,train
P01246,2023-03,85,18,82.26,21680.62,coastal,1,0,1,0,0,train
P00036,2023-04,22,13,133.96,41442.14,central,0,0,0,0,0,train
P00570,2023-03,56,11,368.04,82767.52,central,1,1,2,1,1,train
P00793,2023-01,67,32,142.02,21719.47,coastal,1,0,2,0,0,train
P00300,2023-02,19,38,180.36,38880.37,central,1,0,0,1,0,train
P00670,2023-02,26,51,206.58,39677.31,south,0,1,0,0,0,train
P01719,2023-05,46,35,136.03,28794.16,coastal,1,0,4,1,0,train
P00381,2023-01,18,5,28.89,9144.45,central,1,0,1,1,0,train
P00232,2023-01,76,23,46.57,10189.57,central,1,1,2,1,1,train
P00764,2023-04,81,15,58.51,13363.62,coastal,1,1,2,0,0,train
P01221,2023-08,62,25,100.47,23537.78,central,1,0,1,0,0,train
P00287,2023-02,28,52,238.69,54540.72,central,0,1,1,0,0,train
P00825,2023-02,60,20,65.75,16827.74,north,0,0,2,0,0,train
P01249,2023-04,40,32,58.33,11694.84,central,1,0,1,0,0,train
P00343,2023-07,60,18,110.81,21952.52,central,1,1,3,0,0,train
P01176,2023-08,41,62,152.72,27106.88,central,0,1,1,0,0,train
P00843,2023-07,79,56,50.68,12421.57,coastal,0,0,1,1,0,train
P00525,2023-05,39,29,33.81,7798.71,north,1,0,1,0,0,train
P00122,2023-05,63,34,25.44,6940.56,coastal,1,0,2,0,0,train
P00260,2023-01,57,36,147.15,29977.58,south,1,0,1,1,1,train
P01471,2023-08,79,15,45.46,7565.97,central,0,0,3,0,0,train
P01761,2023-01,44,34,48.51,10782.87,central,1,0,1,0,0,train
P01929,2023-06,30,54,288.12,79849.03,central,0,0,1,1,1,train
P00979,2023-07,41,59,114.92,20639.0,north,1,0,0,0,0,train
P00814,2023-05,37,59,85.93,20915.88,coastal,1,0,0,1,1,train
P01268,2023-06,43,18,38.29,6961.84,central,0,1,0,0,0,train
P00207,2023-05,69,53,227.65,44846.67,central,1,0,2,0,0,train
P00536,2023-08,28,13,67.73,14743.71,central,0,0,1,0,0,train
P01787,2023-07,31,29,98.8,22018.42,central,1,0,0,1,1,train
P00200,2023-06,83,37,83.58,15406.85,north,0,0,1,0,0,train
P01890,2023-08,48,53,76.93,16643.51,coastal,0,0,3,0,0,train
P00837,2023-04,72,39,83.64,12339.31,coastal,0,1,1,0,0,train
P01769,2023-05,22,43,145.44,30549.3,north,1,1,0,1,1,train
P00909,2023-07,43,60,217.49,50494.9,north,1,0,0,0,0,train
P00899,2023-07,22,10,225.14,49390.8,coastal,1,0,1,1,1,train
P00805,2023-04,68,59,229.73,42159.99,central,1,0,0,1,1,train
P00281,2023-07,36,66,54.26,11046.97,central,0,1,0,0,0,train
P00958,2023-07,61,34,45.63,12047.42,coastal,0,0,1,1,0,train
P01684,2023-03,72,47,26.37,5000.0,central,0,1,2,0,0,train
P01568,2023-08,59,50,110.66,24776.4,coastal,1,0,0,0,0,train
P01606,2023-04,78,23,62.43,12411.44,coastal,1,0,1,0,0,train
P00011,2023-08,53,26,377.23,76825.98,central,1,0,3,0,0,train
P01475,2023-07,84,31,168.56,39207.4,central,1,0,0,1,0,train
P01717,2023-06,61,49,23.0,5000.0,central,1,0,1,0,0,train
P01705,2023-04,80,44,80.3,16153.89,north,1,0,1,0,0,train
P00902,2023-07,20,28,25.75,5000.0,coastal,0,0,1,0,0,train
P01549,2023-02,51,19,85.59,25810.9,coastal,0,0,1,1,1,train
P00741,2023-04,73,44,115.33,24047.4,coastal,1,0,2,0,0,train
P00566,2023-02,34,52,143.77,35959.26,central,0,0,0,0,0,train
P00885,2023-02,73,31,81.64,22455.37,central,0,0,0,0,0,train
P00973,2023-05,50,62,49.42,13292.97,north,1,0,1,0,0,train
P00214,2023-04,48,4,43.64,7849.75,central,0,1,1,0,0,train
P01078,2023-07,29,64,58.29,14383.0,coastal,0,0,1,0,0,train
P00148,2023-02,33,35,65.6,11979.64,north,0,0,1,1,1,train
P00658,2023-05,61,5,40.47,10070.74,north,1,1,0,1,0,train
P00240,2023-07,60,57,49.22,11645.15,coastal,1,0,1,0,0,train
P00019,2023-06,75,43,47.7,12273.51,coastal,1,0,0,0,0,train
P01840,2023-04,55,31,670.48,120175.38,coastal,1,1,2,0,0,train
P00556,2023-05,52,56,65.41,14832.82,north,0,1,1,0,0,train
P01874,2023-02,82,2,53.92,9477.91,coastal,0,0,0,0,0,train
P00295,2023-06,55,31,22.39,5231.0,central,1,0,0,0,0,train
P00044,2023-01,42,57,82.37,21131.72,central,1,0,1,1,1,train
P01703,2023-01,64,13,100.19,17285.55,central,1,1,2,0,0,train
P00926,2023-01,82,41,69.16,16298.26,coastal,0,0,1,0,0,train
P01826,2023-03,79,21,17.77,5000.0,north,1,0,0,0,0,train
P00313,2023-02,26,61,48.6,13933.94,central,1,0,2,0,0,train
P01355,2023-08,32,47,80.56,14911.07,central,0,0,0,1,1,train
P00219,2023-04,48,36,75.51,22399.43,central,1,0,0,0,0,train
P01031,2023-08,51,48,43.46,9409.85,coastal,1,0,0,0,0,train
P01440,2023-01,82,53,33.3,6928.5,north,1,0,1,0,0,train
P00217,2023-04,23,28,50.66,11229.46,coastal,1,0,0,0,0,train
P00085,2023-02,60,54,99.88,13830.06,south,0,1,2,0,0,train
P01079,2023-03,46,6,246.82,50173.92,coastal,1,0,0,0,0,train
P00270,2023-06,58,30,35.27,6189.58,central,1,0,0,0,0,train
P01993,2023-05,37,18,164.09,29192.39,coastal,0,1,0,1,1,train
P01726,2023-02,71,2,77.9,14892.85,north,1,0,1,0,0,train
P00130,2023-07,61,49,40.75,9215.66,south,0,1,0,0,0,train
P00953,2023-01,59,56,55.27,12789.94,north,0,0,2,0,0,train
P00618,2023-03,36,56,223.69,45598.04,central,1,1,1,0,0,train
P00396,2023-01,77,21,64.34,15262.61,coastal,0,0,1,0,0,train
P01379,2023-04,52,9,105.63,18736.61,coastal,0,0,0,0,0,train
P01832,2023-04,82,22,128.06,25414.11,central,1,0,2,0,0,train
P01802,2023-01,49,32,66.2,16448.7,central,1,0,1,0,0,train
P00997,2023-01,53,60,336.15,91698.53,coastal,1,0,1,0,0,train
P01476,2023-02,38,56,113.66,29223.11,coastal,0,0,1,1,1,train
P01645,2023-05,26,31,27.85,6539.25,coastal,1,0,1,0,0,train
P00125,2023-06,76,52,172.25,43366.39,central,1,0,0,0,0,train
P00426,2023-08,31,36,37.43,7611.88,central,1,0,1,0,0,train
P00790,2023-02,18,25,49.74,13079.54,coastal,0,0,0,0,0,train
P00850,2023-07,59,10,101.3,20994.11,north,1,1,0,0,0,train
P01857,2023-08,43,52,44.14,12089.78,central,1,0,3,1,1,train
P01954,2023-05,49,53,87.98,14596.52,south,0,0,1,0,0,train
P01819,2023-03,27,53,42.87,9347.46,central,1,0,0,1,1,train
P01332,2023-04,66,60,73.19,12746.47,central,0,1,0,1,1,train
P01777,2023-04,40,50,57.17,14117.96,central,1,0,1,0,0,train
P01422,2023-05,85,54,91.05,30541.31,coastal,1,0,1,0,0,train
P01159,2023-07,44,35,98.44,23258.56,central,1,0,0,0,0,train
P01471,2023-05,79,12,45.46,7565.97,central,0,0,3,1,1,train
P01180,2023-08,19,14,42.57,9795.8,south,0,0,3,1,0,train
P00660,2023-01,37,53,231.85,69365.38,coastal,1,0,1,1,1,train
P00272,2023-05,19,25,254.09,43321.57,central,0,1,1,1,1,train
P01975,2023-07,56,48,181.28,41130.65,central,0,0,1,0,1,train
P00406,2023-04,52,42,146.45,31140.42,coastal,0,0,1,0,0,train
P00398,2023-04,31,42,76.64,19015.63,south,1,0,0,0,0,train
P00472,2023-07,72,45,145.94,46668.14,coastal,1,0,1,0,0,train
P01335,2023-08,54,59,124.26,31603.2,central,0,0,0,0,0,train
P01277,2023-03,62,33,80.37,15038.45,central,1,0,1,0,0,train
P01403,2023-04,38,12,33.39,7679.7,north,1,0,1,0,0,train
P01963,2023-05,27,57,91.66,17236.77,coastal,1,0,1,0,0,train
P01124,2023-02,34,3,79.51,22060.82,coastal,1,0,1,1,1,train
P01456,2023-01,22,14,590.99,154145.89,central,1,0,0,1,1,train
P01175,2023-01,18,4,89.51,21825.58,central,0,0,1,1,1,train
P01624,2023-04,19,17,22.01,5000.0,south,0,0,0,1,1,train
P00961,2023-02,28,59,53.82,18026.99,central,1,0,0,0,0,train
P00649,2023-04,83,55,134.59,34224.16,south,1,0,2,1,1,train
P00231,2023-05,49,39,259.66,34382.18,coastal,1,1,0,0,0,train
P00873,2023-02,25,15,85.16,16973.4,south,1,0,0,0,0,train
P01048,2023-07,58,46,82.46,18249.07,central,1,0,0,0,0,train
P00435,2023-03,47,4,81.58,21492.05,coastal,1,0,0,0,0,train
P00978,2023-08,56,53,201.77,40760.84,south,1,0,0,0,0,train
P00483,2023-01,35,21,169.42,37627.73,central,0,0,0,1,1,train
P00193,2023-05,59,16,131.85,35871.31,south,0,0,1,0,0,train
P01562,2023-05,35,41,50.84,14394.94,central,1,0,0,0,0,train
P00989,2023-05,34,62,88.05,21663.7,south,0,1,0,1,1,train
P01519,2023-04,51,39,495.66,100446.22,central,0,0,0,1,1,train
P00533,2023-05,28,53,18.74,5091.45,central,1,0,1,0,0,train
P00447,2023-08,39,34,86.67,12823.49,south,0,1,0,1,1,train
P01095,2023-05,40,45,62.86,12687.31,south,1,1,1,0,0,train
P00138,2023-01,20,6,36.26,7924.52,central,1,0,2,0,0,train
P00593,2023-01,34,37,90.92,19040.31,south,0,0,0,1,1,train
P01087,2023-07,72,21,23.45,5000.0,central,1,0,2,0,0,train
P01895,2023-07,27,63,35.35,10839.55,south,0,0,0,1,1,train
P00337,2023-01,83,3,52.36,12254.23,coastal,1,0,1,0,0,train
P01322,2023-05,36,39,85.19,20761.65,coastal,0,0,2,0,0,train
P01679,2023-01,80,25,123.93,34328.89,north,1,0,0,0,0,train
P00477,2023-03,75,8,44.11,8372.41,central,0,0,2,0,0,train
P00460,2023-05,25,36,527.68,109079.71,central,0,0,0,1,1,train
P01972,2023-05,80,31,102.7,26829.3,central,1,0,2,1,1,train
P00673,2023-01,61,4,69.72,13029.88,north,1,0,0,0,0,train
P01992,2023-07,47,25,83.7,22707.84,north,0,0,1,0,0,train
P00044,2023-05,42,61,82.37,21131.72,central,1,0,1,0,0,train
P01413,2023-07,35,28,183.94,33189.81,central,0,0,0,0,0,train
P01769,2023-01,22,39,145.44,30549.3,north,1,1,0,1,0,train
P01012,2023-04,72,41,42.24,7989.25,coastal,1,0,3,1,1,train
P01036,2023-02,68,34,111.26,22395.99,north,1,1,1,1,1,train
P01371,2023-03,77,5,21.22,5000.0,central,1,1,0,0,0,train
P01666,2023-07,44,62,107.81,24129.34,north,1,0,1,0,0,train
P01774,2023-01,44,29,113.58,20692.74,coastal,1,1,1,0,0,train
P01712,2023-04,49,40,30.33,5810.27,coastal,1,1,1,0,0,train
P01444,2023-01,47,3,145.32,15661.65,central,0,1,0,0,0,train
P01370,2023-07,61,22,89.19,20575.18,central,1,0,0,1,1,train
P00713,2023-03,67,51,50.33,9273.28,south,0,1,1,1,1,train
P00991,2023-08,41,58,116.34,25847.76,coastal,0,0,1,0,0,train
P01969,2023-01,75,54,133.71,33598.3,central,1,0,2,0,0,train
P00431,2023-04,23,14,17.44,5000.0,south,0,0,2,0,0,train
P01301,2023-07,69,37,107.0,24685.86,south,1,0,1,1,1,train
P00927,2023-08,54,25,55.83,14628.61,central,1,1,0,0,0,train
P01016,2023-07,74,23,44.16,11806.3,central,1,0,0,0,0,train
P00413,2023-06,36,27,258.35,41751.0,north,1,0,1,1,1,train
P01441,2023-04,71,28,215.06,37229.22,south,1,0,2,1,1,train
P00342,2023-06,37,35,120.11,30587.79,north,0,0,0,0,0,train
P00552,2023-01,44,56,241.28,48041.41,central,0,0,1,1,1,train
P00620,2023-04,27,26,257.19,75422.44,coastal,0,0,0,0,0,train
P01251,2023-06,34,31,31.03,6498.13,central,1,1,2,0,0,train
P01328,2023-02,23,54,25.45,7234.17,coastal,0,0,3,0,0,train
P00644,2023-07,50,46,66.95,16592.41,coastal,1,0,1,0,0,train
P01987,2023-07,74,30,28.09,6552.96,coastal,0,0,2,0,0,train
P00610,2023-08,76,26,322.18,71136.36,central,1,0,0,0,0,train
P00128,2023-07,70,23,91.19,18206.41,central,1,0,0,0,0,train
P01600,2023-02,66,57,153.78,31449.45,south,1,0,2,0,0,train
P01248,2023-07,49,57,44.31,8126.73,central,1,1,0,1,1,train
P01151,2023-02,43,46,129.64,19389.43,central,1,1,2,1,1,train
P00374,2023-04,43,54,33.96,8139.65,north,1,0,1,1,1,train
P01253,2023-02,23,18,44.36,8420.65,central,1,0,3,0,0,train
P01138,2023-08,42,60,113.97,22959.44,north,0,0,0,0,0,train
P00284,2023-01,51,15,115.99,39406.86,central,1,0,0,1,1,train
P01769,2023-03,22,41,145.44,30549.3,north,1,1,0,0,0,train
P01618,2023-04,52,20,148.27,28096.37,south,1,1,0,0,0,train
P00018,2023-07,26,9,30.78,6681.42,north,1,0,0,0,0,train
P01504,2023-03,39,24,121.53,22032.17,north,1,1,2,0,0,train
P00185,2023-02,51,61,48.16,11573.5,coastal,1,0,0,0,0,train
P01600,2023-01,66,56,153.78,31449.45,south,1,0,2,0,0,train
P01392,2023-02,54,11,32.73,5816.71,north,0,0,0,1,1,train
P00577,2023-05,80,7,176.38,35988.68,north,0,1,0,0,0,train
P00525,2023-02,39,26,33.81,7798.71,north,1,0,1,0,0,train
P00795,2023-05,47,46,84.65,13800.52,south,0,0,2,0,0,train
