policy_id,month,age,tenure_m,premium,coverage,region,has_agent,is_smoker,dependents,lapse_next_3m,post_event_notice_sent,split
P00837,2023-03,72,38,83.64,12339.31,coastal,0,1,1,0,0,train
P00393,2023-04,42,57,36.93,6821.88,coastal,0,1,1,0,0,train
P01604,2023-06,39,12,817.34,197461.4,north,0,0,1,1,1,train
P00744,2023-04,36,41,388.3,87116.48,south,1,1,1,1,1,train
P00925,2023-05,34,24,280.66,58208.91,coastal,1,0,0,1,1,train
P01892,2023-03,34,54,49.45,14233.79,south,1,0,0,0,0,train
P00161,2023-02,85,3,31.77,5000.0,coastal,0,1,0,0,0,train
P00761,2023-06,29,29,139.51,24566.71,central,0,0,1,0,0,train
P01489,2023-08,25,41,211.17,63879.73,coastal,1,0,0,1,1,train
P00393,2023-01,42,54,36.93,6821.88,coastal,0,1,1,0,0,train
P00582,2023-12,74,18,84.71,15437.56,coastal,0,0,4,0,0,test
P00923,2023-09,48,37,94.39,37742.21,central,1,0,1,0,0,val
P00785,2023-05,50,7,134.49,27722.28,coastal,1,0,3,0,1,train
P00558,2023-09,77,58,428.87,80802.53,central,0,0,0,0,0,val
P01664,2023-06,55,41,86.91,19160.5,coastal,1,1,0,0,0,train
P01875,2023-08,45,36,42.39,10957.82,coastal,1,0,0,0,0,train
P01364,2023-01,31,37,25.43,5000.0,south,0,0,1,0,0,train
P01855,2023-10,25,53,38.4,9484.4,north,1,0,2,0,0,val
P00416,2023-03,64,4,179.38,33429.37,north,1,0,0,1,1,train
P00674,2023-12,24,42,240.36,61824.21,coastal,1,0,0,1,1,test
P00530,2023-08,80,50,89.64,16152.52,coastal,1,1,0,0,0,train
P00851,2023-02,84,31,157.16,25559.59,coastal,1,1,0,0,0,train
P00158,2023-06,55,30,113.2,29817.42,coastal,1,0,3,1,1,train
P00708,2023-06,56,23,1155.26,225789.46,central,0,1,1,1,1,train
P01006,2023-07,80,52,79.39,12226.94,south,1,0,0,0,0,train
P01816,2023-08,25,44,220.54,40710.9,central,1,0,0,1,1,train
P01399,2023-02,19,36,50.85,9703.0,coastal,1,0,1,0,0,train
P00920,2023-04,61,15,97.62,18154.06,south,1,0,0,0,0,train
P00592,2023-06,79,24,130.11,20674.69,coastal,1,1,1,0,0,train
P01412,2023-05,56,52,81.91,17907.0,south,1,0,0,0,0,train
P00143,2023-10,36,26,73.46,17409.9,north,0,0,0,0,0,val
P00943,2023-03,80,9,32.47,10608.23,central,1,0,0,0,0,train
P01920,2023-09,54,50,69.36,9890.57,north,1,0,1,0,0,val
P01992,2023-03,47,21,83.7,22707.84,north,0,0,1,0,0,train
P01846,2023-04,59,23,72.72,19991.53,central,1,0,2,0,0,train
P01854,2023-10,28,62,41.15,10268.95,central,1,0,1,0,0,val
P01089,2023-04,62,52,323.88,60522.61,north,1,0,0,1,1,train
P01572,2023-02,42,55,84.88,17870.84,central,0,0,1,0,0,train
P00339,2023-04,31,20,277.46,67325.86,south,1,1,3,1,1,train
P00943,2023-12,80,18,32.47,10608.23,central,1,0,0,0,0,test
P00923,2023-08,48,36,94.39,37742.21,central,1,0,1,0,0,train
P00202,2023-01,79,1,182.39,41712.86,central,0,0,1,1,1,train
P01928,2023-03,26,52,90.1,20932.97,central,1,1,1,0,0,train
P01964,2023-11,73,26,30.38,9288.96,central,1,0,0,0,1,test
P01354,2023-11,80,60,165.61,31418.58,central,1,0,0,0,0,test
P01623,2023-09,80,33,215.29,36552.77,coastal,0,0,1,1,1,val
P01179,2023-10,35,41,229.67,31810.6,coastal,0,0,1,1,1,val
P00719,2023-02,34,52,389.29,68697.84,central,0,0,0,0,0,train
P00700,2023-11,24,59,212.72,56486.94,north,1,0,0,0,0,test
P01210,2023-03,83,54,75.66,15152.85,coastal,1,1,1,0,0,train
P00363,2023-02,33,31,159.47,28863.84,central,0,0,0,0,0,train
P00680,2023-11,81,16,50.5,11044.05,central,1,0,1,0,0,test
P00122,2023-06,63,35,25.44,6940.56,coastal,1,0,2,0,0,train
P01393,2023-04,84,39,25.4,5449.46,central,1,0,0,0,0,train
P01015,2023-12,53,30,23.47,7717.11,central,0,0,1,0,0,test
P00819,2023-05,63,7,155.58,38558.49,central,0,0,1,0,0,train
P01309,2023-06,46,53,477.61,104364.38,central,0,0,0,0,0,train
P00395,2023-03,66,56,113.41,33620.32,north,0,0,1,1,1,train
P00842,2023-01,62,12,66.7,19236.98,central,0,0,0,0,0,train
P01256,2023-04,23,17,34.42,7105.16,central,1,1,1,0,0,train
P00498,2023-08,43,30,86.73,18852.28,central,0,0,0,0,0,train
P01286,2023-12,21,28,103.97,28084.37,coastal,1,0,0,0,0,test
P00055,2023-02,51,11,130.82,25459.07,coastal,0,1,0,1,1,train
P00982,2023-02,65,7,32.07,9133.06,central,1,0,1,0,0,train
P00928,2023-09,38,33,77.8,18038.61,north,0,1,2,0,0,val
P00093,2023-05,75,44,53.96,11205.95,coastal,0,0,1,1,0,train
P00267,2023-06,48,29,65.72,18077.26,coastal,1,0,1,0,0,train
P01146,2023-05,50,63,83.53,21248.39,south,1,0,1,0,0,train
P00489,2023-10,70,43,33.7,10359.34,south,1,0,0,0,0,val
P00445,2023-04,52,42,451.26,49286.71,coastal,0,1,2,1,1,train
P00602,2023-09,70,66,110.65,20738.01,coastal,1,0,0,1,1,val
P01647,2023-04,41,14,114.51,20987.38,north,0,0,1,0,0,train
P01338,2023-04,38,23,152.1,49194.17,central,1,0,1,1,1,train
P01827,2023-03,25,22,21.23,6148.39,central,1,0,1,0,0,train
P01169,2023-05,85,59,61.5,10594.86,central,1,0,2,0,0,train
P01659,2023-12,75,47,29.24,5000.0,coastal,0,1,0,0,0,test
P00081,2023-11,81,33,45.04,11691.09,coastal,1,0,1,0,1,test
P00182,2023-03,28,10,37.19,9810.85,coastal,1,0,1,0,0,train
P01621,2023-10,36,17,36.15,10405.03,south,1,1,1,0,0,val
P00164,2023-07,45,36,33.84,7770.29,coastal,0,0,0,0,1,train
P01799,2023-03,50,59,43.19,13566.2,central,0,0,0,0,1,train
P00413,2023-12,36,33,258.35,41751.0,north,1,0,1,0,0,test
P00283,2023-04,63,60,404.87,82550.6,central,1,1,0,1,0,train
P00609,2023-08,83,18,242.28,73464.39,central,1,0,2,1,1,train
P01614,2023-10,65,32,77.97,20318.52,north,1,0,1,0,0,val
P00556,2023-01,52,52,65.41,14832.82,north,0,1,1,1,1,train
P00534,2023-04,37,54,62.81,11630.55,north,1,0,0,0,0,train
P01361,2023-07,23,27,52.68,12977.69,north,1,0,3,0,0,train
P00541,2023-12,66,56,258.88,47985.0,north,0,1,0,0,0,test
P01614,2023-12,65,34,77.97,20318.52,north,1,0,1,0,0,test
P01570,2023-11,84,14,95.09,17509.86,south,0,1,2,1,1,test
P01381,2023-02,84,20,653.3,144625.11,north,1,0,0,0,0,train
P01436,2023-05,24,35,41.8,12520.96,south,0,0,1,1,1,train
P00103,2023-04,72,38,128.17,24425.71,north,0,0,0,0,0,train
P00626,2023-11,33,31,153.41,32884.14,north,0,0,0,0,0,test
P01437,2023-03,47,50,24.37,5120.31,central,0,0,1,0,0,train
P00586,2023-11,80,62,27.74,5000.0,south,0,1,1,0,0,test
P01932,2023-06,50,43,72.74,11178.94,coastal,0,0,0,1,1,train
P00863,2023-03,26,3,344.02,82332.18,south,0,0,0,1,0,train
P01007,2023-08,75,30,103.21,30468.92,central,1,0,5,0,0,train
P01423,2023-05,58,15,90.6,17950.96,north,0,0,1,1,1,train
P01966,2023-05,68,63,60.89,14961.23,central,1,0,1,0,0,train
P01383,2023-11,41,59,169.88,47757.08,coastal,1,0,1,1,0,test
P00755,2023-01,55,39,259.72,54840.57,central,1,0,1,0,0,train
P00447,2023-06,39,32,86.67,12823.49,south,0,1,0,0,0,train
P01173,2023-11,44,13,165.43,27032.25,central,0,0,0,1,1,test
P01680,2023-10,52,43,24.81,5000.0,central,0,0,0,0,0,val
P00252,2023-03,51,55,206.02,43564.08,coastal,0,0,1,1,0,train
P00227,2023-03,72,52,213.51,37101.61,central,0,0,0,0,0,train
P01642,2023-08,21,55,93.03,18040.26,north,1,1,0,1,1,train
P01888,2023-09,46,46,86.63,19972.1,south,0,0,0,1,1,val
P01003,2023-02,55,32,48.13,13295.69,south,0,0,0,1,1,train
P00042,2023-12,69,18,103.15,28884.33,central,0,0,0,0,0,test
P01104,2023-05,28,16,159.62,31795.59,south,1,1,2,1,1,train
P01949,2023-01,18,5,235.44,72244.8,south,0,0,0,1,1,train
P00005,2023-05,47,43,288.19,73259.31,central,1,0,1,0,0,train
P00438,2023-01,81,41,100.38,21187.43,central,1,0,1,0,0,train
P00972,2023-01,46,20,76.44,15266.32,south,1,0,3,1,1,train
P00324,2023-09,80,41,164.65,43217.48,north,0,0,0,1,1,val
P00436,2023-08,26,14,152.72,36819.41,south,0,0,1,0,0,train
P01343,2023-04,26,17,104.82,19941.23,north,0,1,2,1,1,train
P00670,2023-07,26,56,206.58,39677.31,south,0,1,0,0,0,train
P01519,2023-11,51,46,495.66,100446.22,central,0,0,0,1,1,test
P01807,2023-09,18,42,110.08,22262.91,central,1,0,0,1,1,val
P01520,2023-08,49,60,170.14,40240.86,coastal,1,0,0,0,0,train
P00219,2023-02,48,34,75.51,22399.43,central,1,0,0,0,0,train
P00320,2023-07,70,33,65.6,16377.99,south,1,0,0,1,1,train
P01228,2023-04,84,47,19.06,5346.03,coastal,1,0,0,1,0,train
P00916,2023-12,49,42,150.64,34283.56,coastal,1,0,0,1,0,test
P00281,2023-10,36,69,54.26,11046.97,central,0,1,0,1,1,val
P00433,2023-03,74,4,402.48,87194.83,coastal,0,0,0,1,1,train
P00339,2023-02,31,18,277.46,67325.86,south,1,1,3,0,0,train
P00939,2023-07,49,63,61.86,12171.23,coastal,1,0,1,0,0,train
P00957,2023-01,45,34,133.99,29864.94,central,0,0,1,0,0,train
P01619,2023-04,26,19,187.73,48004.49,north,1,0,0,1,1,train
P00679,2023-06,53,31,802.37,162010.25,south,1,0,0,0,0,train
P00904,2023-06,78,43,107.86,16706.62,coastal,1,1,1,0,0,train
P00294,2023-10,40,26,77.66,21051.91,central,1,0,1,0,0,val
P00727,2023-04,67,41,162.08,36352.36,central,0,0,0,0,0,train
P01246,2023-03,85,18,82.26,21680.62,coastal,1,0,1,0,0,train
P00036,2023-04,22,13,133.96,41442.14,central,0,0,0,0,0,train
P00570,2023-03,56,11,368.04,82767.52,central,1,1,2,1,1,train
P00578,2023-11,53,63,44.52,10694.77,north,1,0,1,0,0,test
P00860,2023-10,72,13,50.11,8664.02,coastal,1,0,0,0,0,val
P00793,2023-01,67,32,142.02,21719.47,coastal,1,0,2,0,0,train
P00300,2023-02,19,38,180.36,38880.37,central,1,0,0,1,0,train
P00670,2023-02,26,51,206.58,39677.31,south,0,1,0,0,0,train
P01719,2023-05,46,35,136.03,28794.16,coastal,1,0,4,1,0,train
P00381,2023-01,18,5,28.89,9144.45,central,1,0,1,1,0,train
P01375,2023-10,78,30,333.98,67108.27,central,0,0,3,1,1,val
P00232,2023-01,76,23,46.57,10189.57,central,1,1,2,1,1,train
P00764,2023-04,81,15,58.51,13363.62,coastal,1,1,2,0,0,train
P01984,2023-11,69,48,65.97,14621.76,central,1,0,2,1,1,test
P01221,2023-08,62,25,100.47,23537.78,central,1,0,1,0,0,train
P00287,2023-02,28,52,238.69,54540.72,central,0,1,1,0,0,train
P00825,2023-02,60,20,65.75,16827.74,north,0,0,2,0,0,train
P01249,2023-04,40,32,58.33,11694.84,central,1,0,1,0,0,train
P00754,2023-12,81,57,126.63,37533.06,north,0,0,0,0,0,test
P00343,2023-07,60,18,110.81,21952.52,central,1,1,3,0,0,train
P01176,2023-08,41,62,152.72,27106.88,central,0,1,1,0,0,train
P00843,2023-07,79,56,50.68,12421.57,coastal,0,0,1,1,0,train
P00525,2023-05,39,29,33.81,7798.71,north,1,0,1,0,0,train
P00122,2023-05,63,34,25.44,6940.56,coastal,1,0,2,0,0,train
P00260,2023-01,57,36,147.15,29977.58,south,1,0,1,1,1,train
P01471,2023-08,79,15,45.46,7565.97,central,0,0,3,0,0,train
P01408,2023-12,77,68,53.61,12926.58,coastal,1,0,0,0,0,test
P01761,2023-01,44,34,48.51,10782.87,central,1,0,1,0,0,train
P01929,2023-06,30,54,288.12,79849.03,central,0,0,1,1,1,train
P00979,2023-07,41,59,114.92,20639.0,north,1,0,0,0,0,train
P00814,2023-05,37,59,85.93,20915.88,coastal,1,0,0,1,1,train
P00962,2023-10,45,59,21.57,5000.0,central,1,0,0,0,0,val
P01999,2023-09,37,32,115.4,25568.84,south,1,1,0,0,0,val
P01268,2023-06,43,18,38.29,6961.84,central,0,1,0,0,0,train
P00207,2023-05,69,53,227.65,44846.67,central,1,0,2,0,0,train
P01237,2023-10,18,62,193.15,45845.96,coastal,1,0,0,1,1,val
P00536,2023-08,28,13,67.73,14743.71,central,0,0,1,0,0,train
P01787,2023-07,31,29,98.8,22018.42,central,1,0,0,1,1,train
P00200,2023-06,83,37,83.58,15406.85,north,0,0,1,0,0,train
P01890,2023-08,48,53,76.93,16643.51,coastal,0,0,3,0,0,train
P00837,2023-04,72,39,83.64,12339.31,coastal,0,1,1,0,0,train
P00378,2023-11,68,63,64.41,17998.83,south,0,0,0,1,1,test
P01769,2023-05,22,43,145.44,30549.3,north,1,1,0,1,1,train
P00909,2023-07,43,60,217.49,50494.9,north,1,0,0,0,0,train
P00899,2023-07,22,10,225.14,49390.8,coastal,1,0,1,1,1,train
P00805,2023-04,68,59,229.73,42159.99,central,1,0,0,1,1,train
P01305,2023-12,59,58,62.93,18877.6,central,1,0,0,0,0,test
P00225,2023-11,67,23,111.61,21893.51,coastal,1,0,2,0,0,test
P00842,2023-10,62,21,66.7,19236.98,central,0,0,0,0,0,val
P00281,2023-07,36,66,54.26,11046.97,central,0,1,0,0,0,train
P00958,2023-07,61,34,45.63,12047.42,coastal,0,0,1,1,0,train
P00771,2023-09,62,57,154.33,27372.98,central,0,1,2,1,1,val
P01493,2023-10,19,25,31.7,6300.82,coastal,0,1,0,0,0,val
P00950,2023-09,36,57,25.7,7389.54,south,1,0,0,1,1,val
P01733,2023-11,65,50,69.45,14662.04,central,1,1,0,0,0,test
P01684,2023-03,72,47,26.37,5000.0,central,0,1,2,0,0,train
P01568,2023-08,59,50,110.66,24776.4,coastal,1,0,0,0,0,train
P00438,2023-09,81,49,100.38,21187.43,central,1,0,1,0,0,val
P01606,2023-04,78,23,62.43,12411.44,coastal,1,0,1,0,0,train
P00011,2023-08,53,26,377.23,76825.98,central,1,0,3,0,0,train
P01800,2023-11,53,25,21.54,5000.0,north,0,0,0,0,0,test
P01346,2023-11,85,63,44.95,12412.76,coastal,0,0,1,0,0,test
P01609,2023-10,34,55,71.42,15115.28,central,1,0,0,0,0,val
P01475,2023-07,84,31,168.56,39207.4,central,1,0,0,1,0,train
P01746,2023-09,84,36,70.48,19751.44,north,1,0,0,0,0,val
P01168,2023-11,45,54,156.7,37606.16,central,1,0,0,1,0,test
P01717,2023-06,61,49,23.0,5000.0,central,1,0,1,0,0,train
P01705,2023-04,80,44,80.3,16153.89,north,1,0,1,0,0,train
P00902,2023-07,20,28,25.75,5000.0,coastal,0,0,1,0,0,train
P01549,2023-02,51,19,85.59,25810.9,coastal,0,0,1,1,1,train
P00267,2023-09,48,32,65.72,18077.26,coastal,1,0,1,0,0,val
P00741,2023-04,73,44,115.33,24047.4,coastal,1,0,2,0,0,train
P00566,2023-02,34,52,143.77,35959.26,central,0,0,0,0,0,train
P00885,2023-02,73,31,81.64,22455.37,central,0,0,0,0,0,train
P00973,2023-05,50,62,49.42,13292.97,north,1,0,1,0,0,train
P00929,2023-10,46,54,48.9,9140.92,coastal,1,1,2,0,0,val
P00214,2023-04,48,4,43.64,7849.75,central,0,1,1,0,0,train
P01078,2023-07,29,64,58.29,14383.0,coastal,0,0,1,0,0,train
P00569,2023-09,61,9,51.43,9085.65,central,0,0,1,0,0,val
P00148,2023-02,33,35,65.6,11979.64,north,0,0,1,1,1,train
P00658,2023-05,61,5,40.47,10070.74,north,1,1,0,1,0,train
P00240,2023-07,60,57,49.22,11645.15,coastal,1,0,1,0,0,train
P00019,2023-06,75,43,47.7,12273.51,coastal,1,0,0,0,0,train
P01840,2023-04,55,31,670.48,120175.38,coastal,1,1,2,0,0,train
P00209,2023-10,35,38,162.55,38372.28,coastal,1,0,0,1,1,val
P00256,2023-09,27,62,88.32,16336.95,south,0,1,0,1,0,val
P00556,2023-05,52,56,65.41,14832.82,north,0,1,1,0,0,train
P01874,2023-02,82,2,53.92,9477.91,coastal,0,0,0,0,0,train
P01425,2023-10,35,17,350.13,55447.98,south,0,0,0,1,0,val
P00371,2023-10,40,48,94.29,14120.3,coastal,0,0,3,1,1,val
P01585,2023-10,61,51,318.9,69699.45,coastal,0,0,1,0,0,val
P00295,2023-06,55,31,22.39,5231.0,central,1,0,0,0,0,train
P00044,2023-01,42,57,82.37,21131.72,central,1,0,1,1,1,train
P01703,2023-01,64,13,100.19,17285.55,central,1,1,2,0,0,train
P00926,2023-01,82,41,69.16,16298.26,coastal,0,0,1,0,0,train
P01472,2023-11,65,53,203.2,54482.78,south,1,0,0,0,0,test
P01826,2023-03,79,21,17.77,5000.0,north,1,0,0,0,0,train
P00313,2023-02,26,61,48.6,13933.94,central,1,0,2,0,0,train
P01355,2023-08,32,47,80.56,14911.07,central,0,0,0,1,1,train
P00219,2023-04,48,36,75.51,22399.43,central,1,0,0,0,0,train
P01031,2023-08,51,48,43.46,9409.85,coastal,1,0,0,0,0,train
P01273,2023-11,81,51,74.98,16704.26,north,0,0,0,0,0,test
P01440,2023-01,82,53,33.3,6928.5,north,1,0,1,0,0,train
P00217,2023-04,23,28,50.66,11229.46,coastal,1,0,0,0,0,train
P00085,2023-02,60,54,99.88,13830.06,south,0,1,2,0,0,train
P01079,2023-03,46,6,246.82,50173.92,coastal,1,0,0,0,0,train
P00270,2023-06,58,30,35.27,6189.58,central,1,0,0,0,0,train
P01993,2023-05,37,18,164.09,29192.39,coastal,0,1,0,1,1,train
P01726,2023-02,71,2,77.9,14892.85,north,1,0,1,0,0,train
